,Date,CumulativeSumAdmitted,AL3_Siquijor_SC3 HSC 16.0%,S-AL3_Siquijor_SC3 HSC 16.0%,E-AL3_Siquijor_SC3 HSC 16.0%,IS-AL3_Siquijor_SC3 HSC 16.0%,IA-AL3_Siquijor_SC3 HSC 16.0%,R-AL3_Siquijor_SC3 HSC 16.0%,V1-AL3_Siquijor_SC3 HSC 16.0%,Ev1-AL3_Siquijor_SC3 HSC 16.0%,ISv1-AL3_Siquijor_SC3 HSC 16.0%,IAv1-AL3_Siquijor_SC3 HSC 16.0%,V2-AL3_Siquijor_SC3 HSC 16.0%,Ev2-AL3_Siquijor_SC3 HSC 16.0%,ISv2-AL3_Siquijor_SC3 HSC 16.0%,IAv2-AL3_Siquijor_SC3 HSC 16.0%
114,2021-10-23,,2660.4806,70851.3016,242.1503,170.8039,17.3957,3222.7949,5328.7381,15.1979,10.604,1.533,20002.7293,27.2475,17.0106,4.7041
115,2021-10-24,,2693.6248,70609.4651,256.412,177.0452,18.4587,3282.8861,5324.4513,16.1347,10.9911,1.6279,20173.2508,29.26,17.8395,5.069
116,2021-10-25,,2728.1211,70365.1247,270.3717,184.3636,19.5516,3342.6955,5319.9939,17.0566,11.4519,1.7268,20343.3697,31.267,18.8127,5.4488
117,2021-10-26,,2764.1542,70117.9682,284.3659,192.5243,20.6607,3402.5202,5315.3452,17.9853,11.9717,1.8284,20513.0398,33.3113,19.9061,5.8398
118,2021-10-27,,2801.8733,69867.7524,298.6081,201.379,21.7847,3462.6359,5310.4885,18.9345,12.5408,1.9322,20682.222,35.4215,21.1034,6.2419
119,2021-10-28,,2841.4056,69614.2752,313.2361,210.8355,22.9278,3523.3025,5305.4098,19.9133,13.1532,2.0386,20850.881,37.6176,22.3945,6.6566
120,2021-10-29,,2882.8648,69357.3595,328.3404,220.8389,24.0959,3584.7667,5300.0963,20.9277,13.8051,2.1479,21018.9838,39.9141,23.7738,7.0862
121,2021-10-30,,2926.357,69096.8422,343.9823,231.3582,25.295,3647.2645,5294.5363,21.982,14.4945,2.2607,21186.498,42.3219,25.2386,7.533
122,2021-10-31,,2971.9848,68832.5679,360.2054,242.3781,26.5304,3711.0235,5288.7183,23.0794,15.2202,2.3774,21353.3915,44.8501,26.7887,7.9992
123,2021-11-01,,3019.849,68564.3803,377.0416,253.8934,27.8065,3776.264,5282.6309,24.2223,15.9819,2.4984,21519.6364,47.5064,28.4251,8.4869
124,2021-11-02,,3070.0505,67933.7311,394.2815,265.8928,29.1245,3843.1999,5276.263,25.4128,16.7798,2.6241,22043.7427,50.3965,30.1541,9.0005
125,2021-11-03,,3122.6872,67299.4268,411.7331,278.3253,30.4771,3912.0384,5269.6034,26.6521,17.6144,2.7548,22566.8906,53.6127,31.9965,9.552
126,2021-11-04,,3177.8525,66661.3837,429.4337,291.1441,31.8587,3982.9792,5262.6419,27.9408,18.4861,2.8907,23089.0262,57.145,33.9746,10.1508
127,2021-11-05,,3235.6365,66019.5284,447.4049,304.315,33.2665,4056.2152,5255.3682,29.2791,19.3956,3.032,23610.0944,60.986,36.1072,10.8025
128,2021-11-06,,3296.1274,65373.7956,465.6567,317.8128,34.6993,4131.9331,5247.7728,30.6669,20.3433,3.1788,24130.039,65.1307,38.4099,11.5102
129,2021-11-07,,3359.4124,64724.1274,484.1907,331.6179,36.1563,4210.3144,5239.846,32.1038,21.3296,3.3311,24648.8025,69.5762,40.8953,12.2759
130,2021-11-08,,3425.5776,64070.4729,503.002,345.7143,37.6371,4291.5354,5231.5784,33.5894,22.3547,3.4891,25166.3263,74.3212,43.5737,13.1006
131,2021-11-09,,3494.7082,63412.7886,522.0799,360.0882,39.141,4375.7677,5222.9611,35.1232,23.4187,3.6526,25682.5504,79.3658,46.4535,13.9851
132,2021-11-10,,3566.8886,62751.0379,541.4089,374.7264,40.6674,4463.1787,5213.9852,36.7044,24.5218,3.8217,26197.4137,84.7112,49.5415,14.9298
133,2021-11-11,,3642.2019,62085.1924,560.9697,389.6156,42.2153,4553.9313,5204.642,38.3322,25.6638,3.9963,26710.854,90.3591,52.8434,15.9351
134,2021-11-12,,3720.7299,61415.2314,580.7387,404.7419,43.7833,4648.1841,5194.9232,40.0057,26.8444,4.1764,27222.8083,96.3121,56.3642,17.0015
135,2021-11-13,,3802.5528,60741.1431,600.6891,420.0901,45.37,4746.0919,5184.8211,41.7238,28.0634,4.3618,27733.2128,102.5726,60.108,18.1295
136,2021-11-14,,3887.7485,60062.9245,620.7905,435.6436,46.9734,4847.805,5174.3279,43.4853,29.3202,4.5525,28242.003,109.1435,64.0788,19.3195
137,2021-11-15,,3976.3929,59380.5825,641.0096,451.3837,48.5915,4953.4696,5163.4367,45.2886,30.6144,4.7483,28749.1139,116.0273,68.2799,20.572
138,2021-11-16,,4068.5588,58694.1339,661.3096,467.29,50.2219,5063.2272,5152.1408,47.1323,31.9452,4.9492,29254.4805,123.2264,72.7145,21.8877
139,2021-11-17,,4164.3159,58003.6061,681.6514,483.3401,51.862,5177.2152,5140.4343,49.0144,33.3118,5.1548,29758.0377,130.7426,77.3854,23.2668
140,2021-11-18,,4263.7303,57309.0368,701.9927,499.5094,53.5089,5295.5657,5128.3116,50.933,34.7132,5.3652,30259.7206,138.5775,82.2953,24.7099
141,2021-11-19,,4366.8644,56610.4757,722.2889,515.7712,55.1594,5418.4062,5115.768,52.8858,36.1484,5.58,30759.4647,146.7315,87.4463,26.2174
142,2021-11-20,,4473.7759,55907.9832,742.4929,532.0967,56.8102,5545.8586,5102.7993,54.8703,37.616,5.799,31257.2064,155.2048,92.8404,27.7894
143,2021-11-21,,4584.5178,55201.6324,762.5551,548.455,58.4578,5678.0393,5089.4021,56.8838,39.1146,6.0221,31752.883,163.9962,98.4791,29.4262
144,2021-11-22,,4699.1374,54491.5091,782.4239,564.813,60.0983,5815.0581,5075.5739,58.9235,40.6427,6.2488,32246.4332,173.1036,104.3634,31.1276
145,2021-11-23,,4817.6767,53777.7108,802.0458,581.1358,61.7279,5957.0187,5061.313,60.9861,42.1984,6.4789,32737.7973,182.5241,110.4939,32.8935
146,2021-11-24,,4940.1714,53060.3477,821.3655,597.3866,63.3423,6104.018,5046.6185,63.0683,43.7799,6.7121,33226.9175,192.2531,116.8706,34.7235
147,2021-11-25,,5066.6504,52339.5429,840.3263,613.5267,64.9374,6256.1455,5031.4905,65.1664,45.3851,6.948,33713.7381,202.2853,123.4928,36.617
148,2021-11-26,,5197.136,51615.4319,858.8703,629.516,66.5086,6413.483,5015.93,67.2766,47.0116,7.1863,34198.2064,212.6136,130.359,38.5732
149,2021-11-27,,5331.6427,50888.1632,876.9386,645.3127,68.0515,6576.1041,4999.9391,69.3949,48.6571,7.4265,34680.2722,223.2298,137.467,40.5909
150,2021-11-28,,5470.1774,50157.8974,894.4715,660.8737,69.5614,6744.0739,4983.5209,71.5169,50.3188,7.6682,35159.8887,234.1241,144.8139,42.6689
151,2021-11-29,,5612.7386,49424.8079,911.4091,676.1547,71.0335,6917.4481,4966.6796,73.6382,51.994,7.9109,35637.0129,245.2852,152.3958,44.8054
152,2021-11-30,,5759.3164,48689.0797,927.6914,691.1106,72.463,7096.273,4949.4205,75.7541,53.6796,8.1542,36111.6054,256.7004,160.2077,46.9987
153,2021-12-01,,5909.8921,47950.9097,943.2587,705.6954,73.8453,7280.585,4931.7499,77.8599,55.3726,8.3976,36583.6314,268.3553,168.2439,49.2464
154,2021-12-02,,6064.4376,47210.5061,958.0519,719.8626,75.1753,7470.4098,4913.6753,79.9506,57.0696,8.6405,37053.0603,280.234,176.4974,51.5461
155,2021-12-03,,6222.9154,46468.0877,972.0131,733.5653,76.4483,7665.7624,4895.2055,82.0209,58.7672,8.8823,37519.8669,292.3189,184.9603,53.895
